Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),384.95,0.00,626.70,,,,,,399.96,,428.60,436.68,463.40,62.07
Active Decode Throughput Per User (tokens/sec/user),100.40,0.00,268.74,,,,,,101.04,,108.89,110.71,118.37,10.84
Active Prefill Throughput (tokens/sec),230.86,21.37,591.73,,,,,,204.91,,399.47,488.84,588.77,120.27
Active Prefill Throughput Per User (tokens/sec/user),218.73,21.37,591.73,,,,,,201.53,,368.46,481.03,561.67,114.48
Active Total Throughput (tokens/sec),396.80,84.59,886.99,,,,,,403.06,,421.01,434.82,601.98,61.76
Credit-to-Start Latency (ms),2.88,0.58,47.33,287.64,0.59,0.63,0.66,0.79,1.03,1.95,5.78,9.90,26.05,6.04
Decode Duration (ms),43724.44,1403.74,745721.15,4372444.26,2266.16,3017.32,3834.17,5152.70,8766.02,25407.87,100197.50,214485.63,558171.22,107637.97
E2E Output Token Throughput (tokens/sec/user),98.25,52.23,121.93,9824.91,67.80,80.49,86.52,92.90,100.24,105.05,108.60,111.15,113.71,10.39
Effective Concurrency,3.89,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.45
Effective Decode Concurrency,3.83,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.51
Effective Decode Throughput (tokens/sec),384.67,0.00,626.70,,,,,,399.94,,428.60,436.67,463.36,62.88
Effective Decode Throughput Per User (tokens/sec/user),100.33,0.00,268.74,,,,,,101.04,,108.89,110.71,118.37,11.16
Effective Latency (CO-aware) (ms),44387.29,2031.89,746308.79,4438728.94,3090.60,3731.95,4560.63,5824.93,9323.78,26082.22,100844.06,215012.64,558895.52,107628.27
Effective Prefill Concurrency,0.06,0.00,4.00,,,,,,0.00,,0.00,1.00,1.00,0.26
Effective Prefill Throughput (tokens/sec),12.12,0.00,591.73,,,,,,0.00,,0.00,85.16,309.54,58.40
Effective Prefill Throughput Per User (tokens/sec/user),11.49,0.00,591.73,,,,,,0.00,,0.00,78.03,304.80,55.39
Effective Total Throughput (tokens/sec),396.80,0.00,886.99,,,,,,403.06,,421.01,434.82,601.98,61.78
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1207.31,35.00,20788.00,120731.00,66.68,81.40,105.90,141.50,247.50,702.00,2805.90,5862.85,15191.53,2974.40
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
