Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),447.02,66.38,1680.74,,,,,,457.78,,535.78,576.18,704.65,87.68
Active Decode Throughput Per User (tokens/sec/user),118.15,43.07,420.19,,,,,,119.13,,138.10,154.23,181.51,20.50
Active Prefill Throughput (tokens/sec),163.72,45.75,1153.62,,,,,,104.41,,401.95,498.61,817.86,160.58
Active Prefill Throughput Per User (tokens/sec/user),146.23,45.75,817.86,,,,,,100.42,,348.21,483.73,678.33,137.11
Active Total Throughput (tokens/sec),468.71,116.25,1378.71,,,,,,474.11,,546.33,634.67,797.55,100.02
Credit-to-Start Latency (ms),1.93,0.63,11.82,192.64,0.64,0.70,0.78,0.99,1.42,2.08,3.92,4.49,9.63,1.69
Decode Duration (ms),11941.15,1351.47,38405.72,1194114.71,1663.92,2050.66,2771.29,5254.00,8952.60,16557.00,25199.40,28838.10,35665.40,8549.05
E2E Output Token Throughput (tokens/sec/user),121.00,63.73,180.13,12100.05,79.75,85.93,90.46,106.90,118.73,129.93,156.81,168.82,178.98,23.54
Effective Concurrency,3.95,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.30
Effective Decode Concurrency,3.80,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.50
Effective Decode Throughput (tokens/sec),446.57,0.00,1680.74,,,,,,457.66,,535.70,575.90,704.24,88.76
Effective Decode Throughput Per User (tokens/sec/user),118.03,0.00,420.19,,,,,,119.11,,138.06,154.23,181.51,20.83
Effective Latency (CO-aware) (ms),12422.23,1944.73,38926.86,1242223.38,2139.77,2567.08,3297.31,5743.35,9387.06,17077.67,25757.83,29293.95,36122.42,8550.78
Effective Prefill Concurrency,0.15,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.41
Effective Prefill Throughput (tokens/sec),22.13,0.00,1153.62,,,,,,0.00,,76.34,120.23,475.29,81.35
Effective Prefill Throughput Per User (tokens/sec/user),19.76,0.00,817.86,,,,,,0.00,,75.96,114.09,427.99,70.99
Effective Total Throughput (tokens/sec),468.70,0.00,1378.71,,,,,,474.11,,546.33,634.67,797.55,100.03
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,361.84,42.00,1122.00,36184.00,51.90,63.00,86.50,158.50,283.50,494.50,760.70,875.10,1045.77,254.21
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),156.18,19.29,481.60,15617.62,23.33,28.58,38.39,69.20,122.75,213.06,325.59,375.60,452.38,108.70
HTTP Data Sent (KB),0.41,0.19,1.76,40.63,0.21,0.23,0.24,0.25,0.32,0.39,0.71,1.02,1.68,0.29
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),12420.22,1943.76,38925.73,1242022.11,2139.00,2555.53,3295.17,5742.40,9385.27,17075.57,25756.14,29290.29,36120.79,8550.61
HTTP Receiving (ms),11944.87,1351.48,38405.73,1194486.71,1663.94,2052.36,2771.29,5254.02,8952.61,16582.76,25199.41,28870.15,35665.38,8550.18
HTTP Sending (ms),0.18,0.11,0.73,17.55,0.12,0.12,0.12,0.13,0.15,0.16,0.23,0.38,0.60,0.10
HTTP Total Time (ms),12420.22,1943.76,38925.73,1242022.11,2139.00,2555.53,3295.17,5742.40,9385.27,17075.57,25756.14,29290.29,36120.79,8550.61
HTTP Waiting (TTFB) (ms),475.18,307.53,630.81,47517.86,365.23,387.60,398.69,411.04,471.07,528.37,577.68,592.29,604.39,70.74
Input Sequence Length (tokens),69.57,24.00,361.00,6957.00,24.00,27.95,30.90,34.00,47.50,67.50,170.70,212.30,343.18,65.25
Inter Chunk Latency (ms),33.10,7.60,72.42,1194114.71,27.88,30.05,31.24,32.33,33.14,33.84,34.66,35.90,38.33,2.07
Inter Token Latency (ms),8.08,4.86,15.41,807.69,4.95,5.17,5.56,7.06,7.81,9.03,10.70,11.22,12.04,1.85
